group	se	rank	jsd	fdr	cn_mean	gene	dist_kb	chrom	start	end
Rhabdoid Cancer	USE_6130	6	0.426	0.1612	1.03	ATE1	12	chr10	121799717	121814333
Rhabdoid Cancer	USE_2851	7	0.4333	0.1612	0.998	NUF2	127	chr1	163435881	163440842
Rhabdoid Cancer	USE_30276	8	0.4344	0.1612	1.036	ANKRD50	366	chr4	124320677	124322252
Rhabdoid Cancer	USE_1279	9	0.4359	0.1612	1.04	USP24	192	chr1	55332412	55334703
Rhabdoid Cancer	USE_5763	10	0.4399	0.1619	0.967	HPS1	150	chr10	98576747	98587867
Rhabdoid Cancer	USE_18297	11	0.4404	0.1619	0.999	HRH4	66	chr18	24530367	24544082
Rhabdoid Cancer	USE_4618	12	0.4483	0.1634	0.952	CAMK1D	98	chr10	12690565	12691659
Rhabdoid Cancer	USE_40095	13	0.4634	0.1741	1.065	GSDMC	904	chr8	128860888	128864183
Rhabdoid Cancer	USE_15709	14	0.4644	0.1755	0.967	PSMD7	226	chr16	74069858	74079368
Rhabdoid Cancer	USE_29990	15	0.4685	0.1796	1.031	SPARCL1	2	chr4	87498066	87501360
SMARCA4-deficient undifferentiated tumor	USE_27475	1	0.1534	0.1612	0.363	VGLL3	520	chr3	86411910	86413728
SMARCA4-deficient undifferentiated tumor	USE_34996	2	0.4187	0.1904	0.684	CITED2	1291	chr6	140660442	140669835
SMARCA4-deficient undifferentiated tumor	USE_42744	3	0.4334	0.2067	0.397	GLUD2	308	chrX	121356554	121357339
SMARCA4-deficient undifferentiated tumor	USE_23019	4	0.4662	0.2629	0.001	PARD3B	534	chr2	204533856	204563193
SMARCA4-deficient undifferentiated tumor	USE_28641	5	0.4754	0.2827	1.181	KCNMB2	498	chr3	178037647	178083527
SMARCA4-deficient undifferentiated tumor	USE_14605	6	0.476	0.2838	1.518	ARRDC4	726	chr15	97235072	97245717
SMARCA4-deficient undifferentiated tumor	USE_4987	7	0.4782	0.2882	1.099	ANKRD30A	729	chr10	36448667	36451115
SMARCA4-deficient undifferentiated tumor	USE_23018	8	0.4806	0.2939	0.001	ICOS	416	chr2	204359099	204371247
SMARCA4-deficient undifferentiated tumor	USE_1567	9	0.4906	0.3181	1.456	ADGRL2	419	chr1	81225884	81235355
SMARCA4-deficient undifferentiated tumor	USE_18964	10	0.4939	0.3259	0.644	ATCAY	28	chr19	3868760	3881194
SMARCA4-deficient undifferentiated tumor	USE_42909	11	0.4965	0.3321	0.053	AMELY	26	chrY	6908843	6922569
SMARCA4-deficient undifferentiated tumor	USE_7879	12	0.498	0.3357	0.758	MMP10	13	chr11	102760637	102763490
SMARCA4-deficient undifferentiated tumor	USE_25154	13	0.4999	0.3401	0.944	TMPRSS15	382	chr21	18759164	18760540
SMARCA4-deficient undifferentiated tumor	USE_7878	14	0.5013	0.3442	0.758	MMP10	16	chr11	102757437	102761051
SMARCA4-deficient undifferentiated tumor	USE_10027	15	0.5015	0.3445	1.121	KERA	0	chr12	91053453	91056837
Serous Ovarian Cancer	USE_28473	1	0.2045	0.1612	1.055	MECOM	392	chr3	168978966	168983225
Serous Ovarian Cancer	USE_28474	2	0.2081	0.1612	1.055	MECOM	365	chr3	169008103	169008702
Serous Ovarian Cancer	USE_28475	3	0.2324	0.1612	1.055	MECOM	364	chr3	169008423	169010306
Serous Ovarian Cancer	USE_28472	4	0.3286	0.1612	1.055	MECOM	395	chr3	168967916	168989143
Serous Ovarian Cancer	USE_28470	5	0.3758	0.1619	1.055	MECOM	420	chr3	168951764	168953971
Serous Ovarian Cancer	USE_28471	6	0.4416	0.2109	1.055	MECOM	405	chr3	168967904	168968857
Serous Ovarian Cancer	USE_31318	7	0.4493	0.2209	1.03	ANXA2R	61	chr5	42978848	42980605
Serous Ovarian Cancer	USE_34332	8	0.4614	0.2414	1.065	COL12A1	673	chr6	74467684	74475134
Serous Ovarian Cancer	USE_6627	9	0.4771	0.273	1.059	PLEKHA7	7	chr11	16887661	16888431
Serous Ovarian Cancer	USE_3815	10	0.4842	0.2883	1.023	TGFB2	203	chr1	218598390	218599194
Serous Ovarian Cancer	USE_16170	11	0.498	0.3228	0.005	UBE2G1	48	chr17	4365345	4366677
Serous Ovarian Cancer	USE_19353	12	0.5018	0.332	0.905	ZNF66	56	chr19	20839872	20859003
Serous Ovarian Cancer	USE_20011	13	0.5177	0.3768	0.98	ZNF83	28	chr19	52664762	52676700
Serous Ovarian Cancer	USE_9144	14	0.5205	0.3854	1.765	H3-5	33	chr12	31757497	31759353
Serous Ovarian Cancer	USE_26882	15	0.5223	0.3905	0.0	LRRFIP2	51	chr3	37154380	37184693
Signet Ring Cell Carcinoma of the Stomach	USE_6113	1	0.361	0.1612	1.867	WDR11	276	chr10	121154640	121159897
Signet Ring Cell Carcinoma of the Stomach	USE_41205	2	0.3714	0.1612	1.184	NTRK2	239	chr9	84641711	84644073
Signet Ring Cell Carcinoma of the Stomach	USE_33075	3	0.3798	0.1619	0.93	FOXQ1	171	chr6	1140997	1142723
Signet Ring Cell Carcinoma of the Stomach	USE_26506	4	0.3923	0.1666	0.848	EDEM1	492	chr3	5691579	5700127
Signet Ring Cell Carcinoma of the Stomach	USE_27884	5	0.3935	0.1667	1.212	KALRN	111	chr3	124490804	124491732
Signet Ring Cell Carcinoma of the Stomach	USE_27883	6	0.3951	0.1681	1.212	KALRN	105	chr3	124478585	124491705
Signet Ring Cell Carcinoma of the Stomach	USE_597	7	0.4002	0.1706	0.819	SYF2	28	chr1	25197302	25199508
Signet Ring Cell Carcinoma of the Stomach	USE_11820	8	0.4196	0.1876	1.093	RAB20	34	chr13	110575012	110577811
Signet Ring Cell Carcinoma of the Stomach	USE_35363	9	0.426	0.1938	1.01	QKI	612	chr6	164107330	164109785
Signet Ring Cell Carcinoma of the Stomach	USE_6176	10	0.4263	0.194	2.838	CPXM2	32	chr10	123790524	123791045
Signet Ring Cell Carcinoma of the Stomach	USE_30887	11	0.4268	0.1944	0.674	IRX2	52	chr5	2695085	2697644
Signet Ring Cell Carcinoma of the Stomach	USE_30886	12	0.4289	0.1965	0.674	IRX2	57	chr5	2686103	2696328
Signet Ring Cell Carcinoma of the Stomach	USE_35412	13	0.4384	0.2087	1.18	UNC93A	24	chr6	167267981	167269628
Signet Ring Cell Carcinoma of the Stomach	USE_32434	14	0.4434	0.2155	0.932	ARHGAP26	128	chr5	142870828	142872050
Signet Ring Cell Carcinoma of the Stomach	USE_7357	15	0.4477	0.2216	1.528	MYEOV	65	chr11	69250987	69253547
Small Cell Carcinoma of the Ovary	USE_36584	1	0.4262	0.1954	0.928	GALNT17	118	chr7	71300046	71309221
Small Cell Carcinoma of the Ovary	USE_4035	2	0.4291	0.198	1.0	RNF187	44	chr1	228530310	228545016
Small Cell Carcinoma of the Ovary	USE_25123	3	0.4298	0.1984	0.85	USP25	193	chr21	15603669	15618855
Small Cell Carcinoma of the Ovary	USE_36585	4	0.4342	0.2045	0.928	GALNT17	114	chr7	71307825	71309408
Small Cell Carcinoma of the Ovary	USE_1855	5	0.4497	0.2261	0.806	COL11A1	117	chr1	103106741	103112630
Small Cell Carcinoma of the Ovary	USE_40639	6	0.4506	0.2278	1.003	MPDZ	367	chr9	13550769	13569032
Small Cell Carcinoma of the Ovary	USE_36583	7	0.4558	0.2362	0.928	GALNT17	178	chr7	71236637	71252677
Small Cell Carcinoma of the Ovary	USE_9962	8	0.4575	0.239	0.908	RASSF9	6	chr12	85814478	85836230
Small Cell Carcinoma of the Ovary	USE_34644	9	0.4582	0.2401	1.012	RFPL4B	223	chr6	112562968	112581924
Small Cell Carcinoma of the Ovary	USE_40635	10	0.4611	0.2458	1.003	MPDZ	251	chr9	13443281	13445845
Small Cell Carcinoma of the Ovary	USE_1856	11	0.4616	0.2466	0.806	COL11A1	119	chr1	103111291	103112937
Small Cell Carcinoma of the Ovary	USE_40634	12	0.4645	0.2528	1.003	MPDZ	244	chr9	13428747	13445265
Small Cell Carcinoma of the Ovary	USE_38996	13	0.4648	0.2531	1.017	C8orf34	279	chr8	68846521	68862256
Small Cell Carcinoma of the Ovary	USE_14447	14	0.4686	0.2603	1.01	NTRK3	198	chr15	88255713	88257868
Small Cell Carcinoma of the Ovary	USE_9745	15	0.4691	0.2609	0.798	RAP1B	80	chr12	68556814	68565405
Small Cell Lung Cancer	USE_20518	1	0.4571	0.1612	0.981	CYRIA	105	chr2	16711833	16715163
Small Cell Lung Cancer	USE_20183	2	0.4869	0.1612	1.001	MYT1L	271	chr2	2330834	2333145
Small Cell Lung Cancer	USE_20182	3	0.4881	0.1612	1.001	MYT1L	267	chr2	2324074	2332701
Small Cell Lung Cancer	USE_39943	4	0.4968	0.1612	2.4	LRATD2	392	chr8	126162848	126163160
Small Cell Lung Cancer	USE_39938	5	0.4991	0.1612	2.4	LRATD2	456	chr8	126097647	126099504
Small Cell Lung Cancer	USE_39937	6	0.4997	0.1612	2.4	LRATD2	471	chr8	126082502	126084468
Small Cell Lung Cancer	USE_31922	7	0.5035	0.1612	0.885	PCSK1	20	chr5	96431906	96434096
Small Cell Lung Cancer	USE_39944	8	0.5071	0.1612	2.4	LRATD2	377	chr8	126177340	126178397
Small Cell Lung Cancer	USE_38765	9	0.5075	0.1612	1.098	ST18	33	chr8	52249813	52254941
Small Cell Lung Cancer	USE_32853	10	0.5096	0.1612	0.815	NEURL1B	101	chr5	172563708	172565655
Small Cell Lung Cancer	USE_24022	11	0.5102	0.1612	0.833	NKX2-2	76	chr20	21583381	21594837
Small Cell Lung Cancer	USE_25911	12	0.5107	0.1612	0.9	CRYBA4	21	chr22	26647057	26649016
Small Cell Lung Cancer	USE_10233	13	0.512	0.1612	1.075	C12orf42	121	chr12	103241657	103249552
Small Cell Lung Cancer	USE_24383	14	0.5125	0.1612	1.17	CHD6	140	chr20	41649791	41651433
Small Cell Lung Cancer	USE_17525	15	0.5157	0.1612	0.833	SOX9	960	chr17	71162685	71164626
Stomach Adenocarcinoma	USE_28201	1	0.2568	0.1612	0.814	DIPK2A	789	chr3	144798921	144799737
Stomach Adenocarcinoma	USE_19729	2	0.3029	0.1612	0.942	PSG3	67	chr19	42663118	42663850
Stomach Adenocarcinoma	USE_3147	3	0.3469	0.1612	1.048	CACNA1E	187	chr1	181744387	181755936
Stomach Adenocarcinoma	USE_39580	4	0.3941	0.1612	1.12	CSMD3	237	chr8	113066771	113068698
Stomach Adenocarcinoma	USE_42706	5	0.4025	0.1612	0.726	LRCH2	46	chrX	115125256	115125722
Stomach Adenocarcinoma	USE_11776	6	0.4031	0.1612	0.695	MYO16	86	chr13	108984298	108993013
Stomach Adenocarcinoma	USE_39581	7	0.4461	0.1612	1.12	CSMD3	597	chr8	113419187	113435299
Stomach Adenocarcinoma	USE_79	8	0.4487	0.1612	0.998	ACTRT2	129	chr1	2891210	2893260
Stomach Adenocarcinoma	USE_12295	9	0.4538	0.1612	1.376	RPS29	292	chr14	49286469	49298107
Stomach Adenocarcinoma	USE_6755	10	0.4698	0.1619	0.835	DCDC1	99	chr11	31198608	31201127
Stomach Adenocarcinoma	USE_36090	11	0.4793	0.1645	1.312	BBS9	157	chr7	33646164	33655359
Stomach Adenocarcinoma	USE_39076	12	0.4827	0.1666	1.035	HNF4G	147	chr8	75339085	75341085
Stomach Adenocarcinoma	USE_6736	13	0.4836	0.1673	0.896	METTL15	281	chr11	28598772	28599358
Stomach Adenocarcinoma	USE_41056	14	0.4843	0.1679	1.166	TRPM3	267	chr9	71254228	71256827
Stomach Adenocarcinoma	USE_23576	15	0.4875	0.1701	0.924	HDAC4	146	chr2	239077066	239079169
T-Cell Acute Lymphoblastic Leukemia	USE_37772	1	0.2081	0.075	0.261	PRSS2	29	chr7	142796219	142798009
T-Cell Acute Lymphoblastic Leukemia	USE_37771	2	0.2924	0.1612	0.261	PRSS2	31	chr7	142784223	142814494
T-Cell Acute Lymphoblastic Leukemia	USE_30138	3	0.3385	0.1612	0.891	LEF1	252	chr4	108359691	108361882
T-Cell Acute Lymphoblastic Leukemia	USE_30137	4	0.3793	0.1612	0.891	RPL34	257	chr4	108352238	108383361
T-Cell Acute Lymphoblastic Leukemia	USE_2724	5	0.4362	0.1612	1.176	OR10T2	0	chr1	158398478	158400924
T-Cell Acute Lymphoblastic Leukemia	USE_37766	6	0.4371	0.1612	0.214	MTRNR2L6	68	chr7	142580812	142616295
T-Cell Acute Lymphoblastic Leukemia	USE_30909	7	0.4373	0.1612	0.89	ADAMTS16	697	chr5	4531871	4533639
T-Cell Acute Lymphoblastic Leukemia	USE_2721	8	0.4378	0.1612	1.049	CD1B	3	chr1	158329354	158336587
T-Cell Acute Lymphoblastic Leukemia	USE_40102	9	0.4393	0.1612	1.084	GSDMC	593	chr8	129166421	129180583
T-Cell Acute Lymphoblastic Leukemia	USE_8155	10	0.4453	0.1612	1.109	CD3E	5	chr11	118304797	118305777
T-Cell Acute Lymphoblastic Leukemia	USE_13100	11	0.4465	0.1612	0.956	BCL11B	1034	chr14	98183371	98189773
T-Cell Acute Lymphoblastic Leukemia	USE_4156	12	0.4483	0.1612	1.05	SLC35F3	56	chr1	234169937	234172290
T-Cell Acute Lymphoblastic Leukemia	USE_13101	13	0.4527	0.1612	0.956	BCL11B	1014	chr14	98188735	98224433
T-Cell Acute Lymphoblastic Leukemia	USE_20156	14	0.4546	0.1612	1.027	TMEM18	97	chr2	765943	770542
T-Cell Acute Lymphoblastic Leukemia	USE_13099	15	0.457	0.1612	0.956	BCL11B	1051	chr14	98162552	98175434
Tubular Stomach Adenocarcinoma	USE_30907	1	0.3927	0.1612	1.184	ADAMTS16	809	chr5	4420274	4420541
Tubular Stomach Adenocarcinoma	USE_30617	2	0.418	0.1612	0.86	GALNT7	300	chr4	172946086	172946311
Tubular Stomach Adenocarcinoma	USE_29417	3	0.4433	0.1612	0.781	PPARGC1A	652	chr4	23177326	23177632
Tubular Stomach Adenocarcinoma	USE_26951	4	0.4509	0.1612	1.193	CTNNB1	46	chr3	41273740	41273931
Tubular Stomach Adenocarcinoma	USE_17408	5	0.475	0.1612	1.17	AXIN2	28	chr17	65516869	65517092
Tubular Stomach Adenocarcinoma	USE_14855	6	0.4753	0.1612	1.033	RBFOX1	706	chr16	7181366	7185700
Tubular Stomach Adenocarcinoma	USE_26940	7	0.4847	0.1619	0.841	ZNF621	323	chr3	40871884	40874032
Tubular Stomach Adenocarcinoma	USE_8321	8	0.4904	0.1619	1.065	KIRREL3	148	chr11	126563440	126565643
Tubular Stomach Adenocarcinoma	USE_27265	9	0.4948	0.1639	0.052	FHIT	680	chr3	59817631	59819372
Tubular Stomach Adenocarcinoma	USE_37260	10	0.4997	0.1678	0.916	DNAJB9	419	chr7	108990421	108992809
Tubular Stomach Adenocarcinoma	USE_3830	11	0.5011	0.1684	1.05	LYPLAL1	117	chr1	219309427	219311528
Tubular Stomach Adenocarcinoma	USE_36571	12	0.5018	0.1695	1.132	AUTS2	13	chr7	70209162	70209610
Tubular Stomach Adenocarcinoma	USE_10469	13	0.5027	0.1701	1.03	TBX3	218	chr12	114894877	114896523
Tubular Stomach Adenocarcinoma	USE_12879	14	0.5029	0.1701	1.226	DIO2	368	chr14	79923570	79924364
Tubular Stomach Adenocarcinoma	USE_9699	15	0.5075	0.1733	0.956	LLPH	97	chr12	66025159	66026467
Uterine Leiomyosarcoma	USE_11408	1	0.3342	0.1612	0.539	MZT1	152	chr13	72562010	72568991
Uterine Leiomyosarcoma	USE_11406	2	0.3811	0.1632	0.539	MZT1	206	chr13	72498978	72524802
Uterine Leiomyosarcoma	USE_11409	3	0.3855	0.1661	0.539	MZT1	68	chr13	72643843	72654741
Uterine Leiomyosarcoma	USE_28647	4	0.4032	0.1766	1.06	KCNMB2	376	chr3	178180614	178182768
Uterine Leiomyosarcoma	USE_30130	5	0.4229	0.1938	1.021	DKK2	77	chr4	107173167	107186754
Uterine Leiomyosarcoma	USE_28640	6	0.4278	0.198	1.06	KCNMB2	565	chr3	177988672	177997466
Uterine Leiomyosarcoma	USE_5230	7	0.4314	0.2029	1.064	CABCOCO1	103	chr10	61602692	61620588
Uterine Leiomyosarcoma	USE_11404	8	0.4364	0.2097	0.539	MZT1	288	chr13	72421393	72437623
Uterine Leiomyosarcoma	USE_30128	9	0.4391	0.2136	1.021	DKK2	33	chr4	107119109	107153258
Uterine Leiomyosarcoma	USE_26762	10	0.4397	0.2148	1.021	RARB	92	chr3	25045110	25056165
Uterine Leiomyosarcoma	USE_13527	11	0.4399	0.2149	1.023	DPH6	582	chr15	35957496	35971724
Uterine Leiomyosarcoma	USE_11407	12	0.4404	0.2151	0.539	MZT1	173	chr13	72541324	72547177
Uterine Leiomyosarcoma	USE_13529	13	0.4405	0.2153	1.032	CDIN1	355	chr15	36336780	36343028
Uterine Leiomyosarcoma	USE_28638	14	0.4492	0.2278	1.06	KCNMB2	591	chr3	177960047	177975140
Uterine Leiomyosarcoma	USE_17412	15	0.4527	0.2338	1.047	AXIN2	48	chr17	65592514	65594991
Uveal Melanoma	USE_1561	1	0.3037	0.1612	0.76	IFI44	75	chr1	78731738	78733895
Uveal Melanoma	USE_4807	2	0.317	0.1612	1.068	ANKRD26	82	chr10	26953186	26955370
Uveal Melanoma	USE_36751	3	0.3207	0.1612	1.092	GNAI1	199	chr7	80195930	80197977
Uveal Melanoma	USE_4806	4	0.3294	0.1612	1.068	ANKRD26	100	chr10	26933631	26939564
Uveal Melanoma	USE_36754	5	0.3357	0.1612	1.092	GNAT3	224	chr7	80257034	80265621
Uveal Melanoma	USE_42435	6	0.3611	0.1612	0.509	DMD	871	chrX	33087080	33092576
Uveal Melanoma	USE_22346	7	0.3643	0.1612	0.788	ZEB2	328	chr2	144769792	144772001
Uveal Melanoma	USE_9716	8	0.3713	0.1612	1.06	CAND1	60	chr12	67231224	67237859
Uveal Melanoma	USE_24782	9	0.3747	0.1612	0.998	BMP7	283	chr20	56933473	56935902
Uveal Melanoma	USE_18031	10	0.3753	0.1612	1.274	L3MBTL4	70	chr18	6254239	6257041
Uveal Melanoma	USE_15529	11	0.3786	0.1612	0.988	CDH11	841	chr16	64184445	64202676
Uveal Melanoma	USE_7602	12	0.3818	0.1619	1.039	USP35	31	chr11	78231814	78234348
Uveal Melanoma	USE_15743	13	0.3834	0.1619	0.849	CNTNAP4	200	chr16	76214822	76223124
Uveal Melanoma	USE_35681	14	0.3845	0.1619	1.065	COL28A1	18	chr7	7426675	7428427
Uveal Melanoma	USE_7737	15	0.3846	0.1619	0.981	CHORDC1	1019	chr11	91230611	91232419
