group	se	rank	jsd	fdr	cn_mean	gene	dist_kb	chrom	start	end
BT12	USE_30594	12	0.6173	0.0	0.428	PALLD	109	chr4	168601639	168605271
BT12	USE_22517	13	0.618	0.0	1.022	FAP	18	chr2	162219312	162232701
BT12	USE_24856	14	0.6244	0.0	0.96	ZNF831	25	chr20	59210550	59222615
BT12	USE_24855	15	0.6247	0.0	0.96	ZNF831	28	chr20	59146239	59178406
BT16	USE_11387	1	0.5491	0.0	0.985	KLHL1	1196	chr13	68707992	68709025
BT16	USE_21133	2	0.5596	0.0	1.031	NRXN1	232	chr2	50334222	50345851
BT16	USE_32186	3	0.5673	0.0	1.001	SLC27A6	87	chr5	128868741	128877159
BT16	USE_34721	4	0.5688	0.0	1.054	HSF2	357	chr6	122052644	122064675
BT16	USE_39581	5	0.5791	0.0	0.994	CSMD3	597	chr8	113419187	113435299
BT16	USE_13122	6	0.5794	0.0	1.025	HHIPL1	8	chr14	99670688	99672581
BT16	USE_30673	7	0.5806	0.0	1.022	GPM6A	36	chr4	175851067	175856989
BT16	USE_9159	8	0.5867	0.0	0.991	BICD1	3	chr12	32248581	32249686
BT16	USE_11386	9	0.5896	0.0	0.985	KLHL1	1209	chr13	68678764	68711802
BT16	USE_28580	10	0.591	0.0	0.995	NLGN1	391	chr3	174230975	174243233
BT16	USE_41351	11	0.5914	0.0	1.008	FGD3	21	chr9	92969503	92971184
BT16	USE_40095	12	0.5923	0.0	1.012	GSDMC	904	chr8	128860888	128864183
BT16	USE_4996	13	0.5923	0.0	0.999	ANKRD30A	379	chr10	36789306	36809299
BT16	USE_34722	14	0.5959	0.0	1.054	HSF2	328	chr6	122082179	122093078
BT16	USE_35188	15	0.5959	0.0	1.023	IPCEF1	9	chr6	154244671	154248075
BT474	USE_19729	1	0.4935	0.0	0.983	PSG3	67	chr19	42663118	42663850
BT474	USE_42706	2	0.4963	0.0	0.43	LRCH2	46	chrX	115125256	115125722
BT474	USE_28201	3	0.5302	0.0	1.293	DIPK2A	789	chr3	144798921	144799737
BT474	USE_41725	4	0.564	0.0	0.801	TLR4	319	chr9	117387840	117401640
BT474	USE_30554	5	0.5776	0.0	0.855	RAPGEF2	532	chr4	159755836	159771967
BT474	USE_13376	6	0.5805	0.0	1.802	NDN	385	chr15	24067798	24075184
BT474	USE_30887	7	0.5845	0.0	1.269	IRX2	52	chr5	2695085	2697644
BT474	USE_31198	8	0.5856	0.0	1.613	PRLR	48	chr5	35187118	35189687
BT474	USE_22142	9	0.5867	0.0	0.971	GYPC	964	chr2	125710903	125712360
BT474	USE_15826	10	0.5871	0.0	1.085	MPHOSPH6	170	chr16	82329225	82330616
BT474	USE_7917	11	0.589	0.0	0.928	AASDHPPT	88	chr11	106171762	106179097
BT474	USE_41603	12	0.5892	0.0	0.704	C9orf152	8	chr9	110206519	110208215
BT474	USE_30886	13	0.5917	0.0	1.269	IRX2	57	chr5	2686103	2696328
BT474	USE_30888	14	0.593	0.0	1.269	IRX2	48	chr5	2696587	2704401
BT474	USE_32188	15	0.5949	0.0	0.684	ISOC1	25	chr5	129126938	129133579
BT549	USE_22330	1	0.584	0.0	0.001	GTDC1	193	chr2	143936760	143946619
BT549	USE_39540	2	0.6112	0.0	1.686	RSPO2	91	chr8	108082389	108083443
BT549	USE_38750	3	0.6166	0.0	1.678	PXDNL	523	chr8	51036184	51045137
BT549	USE_23687	4	0.6189	0.0	1.461	SIRPG	75	chr20	1718658	1720190
BT549	USE_30690	5	0.6206	0.0	0.251	NEIL3	217	chr4	177117362	177120215
BT549	USE_22335	6	0.6228	0.0	0.001	ZEB2	110	chr2	144330510	144333200
BT549	USE_39372	7	0.6247	0.0	1.695	KCNS2	30	chr8	98398014	98400167
BT549	USE_22334	8	0.6249	0.0	0.001	ZEB2	110	chr2	144320304	144344022
BT549	USE_2985	9	0.625	0.0	1.054	PRRC2C	101	chr1	171434131	171441836
BT549	USE_39541	10	0.6257	0.0	1.686	RSPO2	128	chr8	108119259	108121051
BT549	USE_2836	11	0.6257	0.0	1.124	CCDC190	9	chr1	162854708	162858489
BT549	USE_23225	12	0.6259	0.0	0.748	SLC4A3	448	chr2	220076387	220090249
BT549	USE_33136	13	0.6263	0.0	1.085	SLC22A23	27	chr6	3389508	3391433
BT549	USE_23684	14	0.6268	0.0	0.005	SIRPB1	19	chr20	1565896	1576694
BT549	USE_40164	15	0.628	0.0	1.7	EFR3A	143	chr8	131814048	131817591
BXPC3	USE_30029	1	0.4677	0.0	0.083	CCSER1	421	chr4	90444371	90446304
BXPC3	USE_14655	2	0.5629	0.0	1.456	ASB7	115	chr15	100742013	100744216
BXPC3	USE_8334	3	0.5847	0.0	1.421	ETS1	426	chr11	128095941	128098144
BXPC3	USE_11433	4	0.5939	0.0	1.329	KLF12	412	chr13	73497156	73498706
BXPC3	USE_28443	5	0.6014	0.0	1.297	SI	66	chr3	164961543	164963402
BXPC3	USE_40546	6	0.6035	0.0	0.059	GLIS3	20	chr9	4105563	4107512
BXPC3	USE_31163	7	0.6108	0.0	1.743	ADAMTS12	109	chr5	33816413	33818405
BXPC3	USE_28445	8	0.6131	0.0	1.265	SLITRK3	269	chr3	165460523	165461910
BXPC3	USE_40547	9	0.6135	0.0	0.059	GLIS3	49	chr9	4114296	4156471
BXPC3	USE_9928	10	0.6149	0.0	0.699	PTPRQ	97	chr12	80441807	80445792
BXPC3	USE_18723	11	0.6161	0.0	1.034	SERPINB2	2	chr18	63881508	63888490
BXPC3	USE_3255	12	0.6161	0.0	1.011	PTGS2	108	chr1	186558706	186577937
BXPC3	USE_25462	13	0.6162	0.0	0.001	MX1	25	chr21	41410959	41427225
BXPC3	USE_23804	14	0.6163	0.0	1.87	HAO1	564	chr20	7346232	7348310
BXPC3	USE_40773	15	0.6174	0.0	0.0	DMRTA1	474	chr9	22921687	22930552
C33A	USE_23098	1	0.5714	0.0	0.269	IKZF2	537	chr2	212537394	212538816
C33A	USE_4996	2	0.6018	0.0	1.0	ANKRD30A	379	chr10	36789306	36809299
C33A	USE_42712	3	0.6033	0.0	0.945	PLS3	126	chrX	115732313	115732946
C33A	USE_36835	4	0.6046	0.0	1.601	SEMA3D	745	chr7	85828511	85845788
C33A	USE_38011	5	0.6059	0.0	1.348	PTPRN2	270	chr7	158331132	158337417
C33A	USE_12661	6	0.6082	0.0	1.051	RAD51B	204	chr14	68065285	68076009
C33A	USE_32142	7	0.6108	0.0	1.071	ZNF608	630	chr5	125318887	125327656
C33A	USE_32141	8	0.6151	0.0	1.071	ZNF608	502	chr5	125190595	125201116
C33A	USE_4987	9	0.6153	0.0	1.0	ANKRD30A	729	chr10	36448667	36451115
C33A	USE_32143	10	0.6178	0.0	1.071	ZNF608	688	chr5	125376340	125386469
C33A	USE_33551	11	0.6193	0.0	1.018	SOX4	69	chr6	21664155	21667202
C33A	USE_34221	12	0.6194	0.0	1.117	MLIP	81	chr6	54001683	54031550
C33A	USE_42846	13	0.621	0.0	0.932	MAGEA4	5	chrX	151913038	151913804
C33A	USE_11551	14	0.6236	0.0	0.5	GPC5	1702	chr13	90428250	90438822
C33A	USE_8932	15	0.6238	0.0	1.066	SOX5	269	chr12	23771335	23781240
CAKI1	USE_25983	1	0.502	0.0	0.058	NF2	12	chr22	29634645	29643159
CAKI1	USE_13480	2	0.5452	0.0	0.712	SCG5	16	chr15	32682349	32688589
CAKI1	USE_25207	3	0.5477	0.0	0.824	ADAMTS5	742	chr21	27674307	27694968
CAKI1	USE_39246	4	0.5648	0.0	1.348	TRIQK	410	chr8	92539345	92541103
CAKI1	USE_41702	5	0.5676	0.0	0.853	TNC	581	chr9	115649234	115651107
CAKI1	USE_25980	6	0.5695	0.0	0.058	NF2	28	chr22	29620879	29623732
CAKI1	USE_25982	7	0.5704	0.0	0.058	NF2	28	chr22	29622718	29623328
CAKI1	USE_40770	8	0.5763	0.0	0.0	CDKN2B	207	chr9	22211302	22216822
CAKI1	USE_12178	9	0.5766	0.0	0.315	PRORP	39	chr14	35159511	35160733
CAKI1	USE_13614	10	0.5828	0.0	0.631	ITPKA	20	chr15	41476795	41478255
CAKI1	USE_26790	11	0.587	0.0	0.724	RBMS3	105	chr3	29185456	29188234
CAKI1	USE_11923	12	0.5898	0.0	1.051	OR4M1	45	chr14	19823407	19824645
CAKI1	USE_1562	13	0.5918	0.0	0.633	IFI44	180	chr1	78832001	78843863
CAKI1	USE_35821	14	0.5924	0.0	1.123	TWIST1	205	chr7	18861090	18867335
CAKI1	USE_18409	15	0.5932	0.0	0.498	ELP2	0	chr18	36153553	36158240
CAL120	USE_9595	1	0.5336	0.0	0.86	LRIG3	366	chr12	58528555	58530813
CAL120	USE_9596	2	0.5645	0.0	0.86	LRIG3	361	chr12	58528592	58541998
CAL120	USE_9594	3	0.5796	0.0	0.86	LRIG3	374	chr12	58508887	58533859
CAL120	USE_10037	4	0.587	0.0	0.811	BTG1	367	chr12	91770228	91779896
CAL120	USE_25138	5	0.5963	0.0	0.0	CXADR	550	chr21	17001876	17004423
CAL120	USE_25982	6	0.6009	0.0	0.153	NF2	28	chr22	29622718	29623328
CAL120	USE_15943	7	0.6029	0.0	0.041	C16orf95	4	chr16	87201484	87208233
CAL120	USE_25980	8	0.6039	0.0	0.153	NF2	28	chr22	29620879	29623732
CAL120	USE_15939	9	0.6063	0.0	0.041	C16orf95	248	chr16	86951404	86952872
CAL120	USE_9591	10	0.6074	0.0	0.86	LRIG3	472	chr12	58413046	58434685
CAL120	USE_15948	11	0.6126	0.0	0.041	FBXO31	39	chr16	87317130	87323103
CAL120	USE_25981	12	0.6127	0.0	0.153	NF2	21	chr22	29621500	29636737
CAL120	USE_15940	13	0.6151	0.0	0.041	C16orf95	242	chr16	86952109	86962883
CAL120	USE_26528	14	0.618	0.0	1.282	OXTR	12	chr3	8767188	8777386
CAL120	USE_25139	15	0.6183	0.0	0.0	CXADR	505	chr21	17043972	17052133
CAL27	USE_26631	1	0.6203	0.0	0.508	WNT7A	31	chr3	13878072	13880724
CAL27	USE_31318	2	0.6227	0.0	1.086	ANXA2R	61	chr5	42978848	42980605
CAL27	USE_32594	3	0.6273	0.0	1.134	SPARC	43	chr5	151613466	151647685
CAL27	USE_9847	4	0.6287	0.0	1.014	GLIPR1	34	chr12	75456280	75458714
CAL27	USE_38562	5	0.6294	0.0	0.397	ZNF703	204	chr8	37493089	37494319
CAL27	USE_7200	6	0.6338	0.0	1.973	SLC22A11	21	chr11	64541390	64543449
CAL27	USE_24878	7	0.6348	0.0	1.523	CDH26	23	chr20	59971721	59973312
CAL27	USE_21733	8	0.6366	0.0	0.988	PROM2	45	chr2	95234304	95241276
CAL27	USE_15358	9	0.6373	0.0	0.775	CBLN1	317	chr16	48951462	48972793
CAL27	USE_36302	10	0.6378	0.0	2.02	IGFBP3	275	chr7	46191056	46193167
CAL27	USE_36423	11	0.6385	0.0	2.435	EGFR	150	chr7	54959974	54970068
CAL27	USE_42846	12	0.6388	0.0	0.714	MAGEA4	5	chrX	151913038	151913804
CAL27	USE_5872	13	0.6391	0.0	1.083	STN1	26	chr10	103870902	103872090
CAL27	USE_36454	14	0.6396	0.0	1.46	NUPR2	80	chr7	56195336	56197749
CAL27	USE_41207	15	0.64	0.0	1.615	NTRK2	126	chr9	84750409	84760085
CAL51	USE_27868	1	0.5759	0.0	1.049	MYLK	19	chr3	123766333	123767758
CAL51	USE_38793	2	0.5882	0.0	1.163	SOX17	6	chr8	54453508	54477573
CAL51	USE_34332	3	0.5972	0.0	1.066	COL12A1	673	chr6	74467684	74475134
CAL51	USE_35889	4	0.5985	0.0	1.07	NUP42	17	chr7	23205855	23212790
CAL51	USE_34399	5	0.6085	0.0	1.052	SNX14	2	chr6	85540215	85553487
CAL51	USE_7072	6	0.6091	0.0	1.061	OR10V1	19	chr11	59732220	59733703
CAL51	USE_26846	7	0.6119	0.0	1.057	TRIM71	40	chr3	32815984	32818698
CAL51	USE_19641	8	0.6144	0.0	0.977	FCGBP	11	chr19	39886958	39888230
CAL51	USE_38985	9	0.6168	0.0	1.031	CPA6	240	chr8	67823509	67826255
CAL51	USE_19642	10	0.6178	0.0	0.977	FCGBP	4	chr19	39903109	39904811
CAL51	USE_8828	11	0.6184	0.0	1.048	GUCY2C	29	chr12	14620077	14629719
CAL51	USE_18528	12	0.6189	0.0	1.04	RPL17	29	chr18	49519327	49521355
CAL51	USE_18083	13	0.6204	0.0	1.047	TWSG1	49	chr18	9416521	9418828
CAL51	USE_38986	14	0.6232	0.0	1.031	CPA6	244	chr8	67824393	67832533
CAL51	USE_39955	15	0.6237	0.0	1.004	LRATD2	78	chr8	126475917	126477995
CAL851	USE_31908	1	0.555	0.0	0.015	ELL2	65	chr5	95855900	95859863
CAL851	USE_31915	2	0.5643	0.0	0.015	ELL2	230	chr5	96149100	96159132
CAL851	USE_31909	3	0.5682	0.0	0.015	ELL2	51	chr5	95859214	95883904
CAL851	USE_31913	4	0.5725	0.0	0.015	ELL2	157	chr5	96066822	96095029
CAL851	USE_31911	5	0.5841	0.0	0.015	ELL2	38	chr5	95960227	95962738
CAL851	USE_31912	6	0.5855	0.0	0.015	ELL2	44	chr5	95960591	95974892
CAL851	USE_13592	7	0.5999	0.0	0.808	CHST14	15	chr15	40486012	40490083
CAL851	USE_32492	8	0.6208	0.0	0.989	SCGB3A2	4	chr5	147869343	147875077
CAL851	USE_12523	9	0.6245	0.0	0.008	PPM1A	23	chr14	60247729	60250290
CAL851	USE_22555	10	0.6251	0.0	0.066	SCN9A	49	chr2	166230504	166240878
CAL851	USE_28388	11	0.6266	0.0	1.867	RARRES1	17	chr3	158731607	158733038
CAL851	USE_12685	12	0.632	0.0	0.849	ZFP36L1	228	chr14	68562908	68564549
CAL851	USE_38674	13	0.6327	0.0	0.752	SLC20A2	2	chr8	42476222	42477665
CAL851	USE_406	14	0.6336	0.0	1.046	NBPF1	112	chr1	16699947	16701820
CAL851	USE_35441	15	0.6338	0.0	0.752	SMOC2	115	chr6	168666680	168678305
CAMA1	USE_10496	1	0.5001	0.0	0.01	MAP1LC3B2	171	chr12	116389412	116392002
CAMA1	USE_10490	2	0.5363	0.0	0.01	MED13L	179	chr12	116293948	116300374
CAMA1	USE_10484	3	0.5771	0.0	0.01	MED13L	245	chr12	115871433	115873889
CAMA1	USE_10483	4	0.5815	0.0	0.01	MED13L	236	chr12	115870966	115892190
CAMA1	USE_10482	5	0.5819	0.0	0.01	MED13L	250	chr12	115860914	115873877
CAMA1	USE_40622	6	0.5832	0.0	1.1	MPDZ	133	chr9	13053753	13064968
CAMA1	USE_4997	7	0.5843	0.0	0.911	ANKRD30A	20	chr10	37153193	37163528
CAMA1	USE_10485	8	0.593	0.0	0.01	MED13L	113	chr12	115998455	116009846
CAMA1	USE_28683	9	0.5938	0.0	1.063	PEX5L	89	chr3	179825270	179827273
CAMA1	USE_30937	10	0.594	0.0	1.06	ADCY2	42	chr5	7649793	7661006
CAMA1	USE_10494	11	0.5957	0.0	0.01	MAP1LC3B2	184	chr12	116348173	116406659
CAMA1	USE_4561	12	0.5985	0.0	0.92	GATA3	978	chr10	9037262	9039730
CAMA1	USE_4998	13	0.5986	0.0	0.911	ANKRD30A	4	chr10	37159604	37206779
CAMA1	USE_21019	14	0.6006	0.0	0.789	ABCG8	25	chr2	43881176	43885609
CAMA1	USE_31198	15	0.6026	0.0	1.077	PRLR	48	chr5	35187118	35189687
CAPAN1	USE_33248	1	0.5735	0.0	0.661	EEF1E1	70	chr6	8157356	8158910
CAPAN1	USE_21746	2	0.5757	0.0	0.924	ANKRD36C	9	chr2	95898628	95910329
CAPAN1	USE_32741	3	0.5818	0.0	1.186	ATP10B	15	chr5	160684399	160699112
CAPAN1	USE_37288	4	0.5885	0.0	0.87	LSMEM1	91	chr7	112573239	112582013
CAPAN1	USE_24203	5	0.589	0.0	1.066	BPIFB1	11	chr20	33276692	33283516
CAPAN1	USE_36869	6	0.5908	0.0	1.836	STEAP2	27	chr7	90229278	90231025
CAPAN1	USE_15675	7	0.5955	0.0	1.016	ZNF19	0	chr16	71513620	71514880
CAPAN1	USE_20252	8	0.5965	0.0	0.697	RNF144A	780	chr2	7772590	7774692
CAPAN1	USE_32491	9	0.5977	0.0	1.21	SPINK1	1	chr5	147819777	147838900
CAPAN1	USE_17134	10	0.5984	0.0	1.861	ANKFN1	89	chr17	56109364	56111590
CAPAN1	USE_13539	11	0.5986	0.0	1.097	CDIN1	111	chr15	36797569	36815572
CAPAN1	USE_3612	12	0.6004	0.0	0.78	PIGR	10	chr1	206941485	206955254
CAPAN1	USE_29691	13	0.6007	0.0	0.733	RASL11B	48	chr4	52912088	52914971
CAPAN1	USE_33072	14	0.6015	0.0	0.568	FOXQ1	266	chr6	1038499	1056009
CAPAN1	USE_36988	15	0.6016	0.0	1.974	TAC1	36	chr7	97771343	97773768
CCRFHSB2DM	USE_11254	1	0.477	0.0	0.148	RCBTB2	11	chr13	48491539	48506892
CCRFHSB2DM	USE_22180	2	0.5289	0.0	1.002	HS6ST1	413	chr2	128690009	128691973
CCRFHSB2DM	USE_11257	3	0.5324	0.0	0.048	RCBTB2	71	chr13	48561351	48603399
CCRFHSB2DM	USE_11253	4	0.5418	0.0	0.024	LPAR6	10	chr13	48400461	48413066
CCRFHSB2DM	USE_11255	5	0.547	0.0	0.073	RCBTB2	26	chr13	48531509	48543398
CCRFHSB2DM	USE_19985	6	0.551	0.0	1.009	SIGLEC6	14	chr19	51530064	51549388
CCRFHSB2DM	USE_38066	7	0.5522	0.0	0.918	MYOM2	113	chr8	2214699	2223723
CCRFHSB2DM	USE_26223	8	0.5647	0.0	1.003	GRAP2	13	chr22	39920568	39927670
CCRFHSB2DM	USE_25496	9	0.5658	0.0	1.04	UBASH3A	20	chr21	42403492	42406421
CCRFHSB2DM	USE_12756	10	0.5666	0.0	1.012	DPF3	154	chr14	72594136	72600331
CCRFHSB2DM	USE_12755	11	0.5696	0.0	1.012	DPF3	158	chr14	72589928	72595251
CCRFHSB2DM	USE_11251	12	0.5709	0.0	0.048	ITM2B	49	chr13	48296561	48304715
CCRFHSB2DM	USE_41822	13	0.5722	0.0	1.028	PSMB7	27	chr9	124356173	124358202
CCRFHSB2DM	USE_19986	14	0.5725	0.0	1.009	SIGLEC6	22	chr19	51546261	51548681
CCRFHSB2DM	USE_22182	15	0.5727	0.0	1.002	HS6ST1	457	chr2	128734714	128736605
CHLA10	USE_20217	1	0.5625	0.0	0.966	DCDC2C	809	chr2	4584568	4586622
CHLA10	USE_21356	2	0.5643	0.0	0.967	SPRED2	376	chr2	65747071	65749324
CHLA10	USE_42547	3	0.5695	0.0	1.116	XAGE1B	1	chrX	52514225	52522401
CHLA10	USE_36057	4	0.5705	0.0	1.901	NEUROD6	4	chr7	31342645	31344861
CHLA10	USE_15523	5	0.5721	0.0	0.956	CDH8	246	chr16	62088293	62089928
CHLA10	USE_26516	6	0.5722	0.0	0.96	LMCD1	226	chr3	8310771	8312631
CHLA10	USE_28440	7	0.5738	0.0	0.916	SI	1416	chr3	163610900	163613034
CHLA10	USE_13093	8	0.5739	0.0	1.386	VRK1	339	chr14	97214488	97217158
CHLA10	USE_26417	9	0.5762	0.0	0.946	TAFA5	202	chr22	48871750	48873780
CHLA10	USE_13544	10	0.5795	0.0	0.955	TMCO5A	197	chr15	37742844	37752411
CHLA10	USE_16291	11	0.5799	0.0	0.943	SHISA6	112	chr17	11513983	11516861
CHLA10	USE_13092	12	0.5799	0.0	1.386	VRK1	337	chr14	97207798	97219120
CHLA10	USE_20216	13	0.5803	0.0	0.966	DCDC2C	815	chr2	4584539	4597434
CHLA10	USE_7663	14	0.5807	0.0	0.951	CCDC90B	475	chr11	83747545	83748626
CHLA10	USE_34284	15	0.5809	0.0	0.978	ADGRB3	1764	chr6	67247519	67249337
CHP134	USE_42812	1	0.5387	0.0	0.517	ZIC3	2	chrX	137573665	137575309
CHP134	USE_20402	2	0.5407	0.0	0.933	LRATD1	257	chr2	14882022	14917402
CHP134	USE_19963	3	0.5499	0.0	0.452	SHANK1	5	chr19	50693536	50696316
CHP134	USE_13343	4	0.5605	0.0	0.851	GOLGA6L6	178	chr15	20356756	20359074
CHP134	USE_12515	5	0.5621	0.0	1.057	RTN1	5	chr14	59726862	59728218
CHP134	USE_20399	6	0.568	0.0	0.933	LRATD1	165	chr2	14735413	14878519
CHP134	USE_20108	7	0.5734	0.0	0.48	PEG3	19	chr19	56840155	56849215
CHP134	USE_42871	8	0.5763	0.0	0.533	L1CAM	9	chrX	153854076	153874149
CHP134	USE_20107	9	0.579	0.0	0.48	PEG3	14	chr19	56837754	56841374
CHP134	USE_17789	10	0.5828	0.0	2.002	ENPP7	127	chr17	79608205	79610794
CHP134	USE_20401	11	0.5844	0.0	0.933	LRATD1	226	chr2	14862101	14874691
CHP134	USE_10454	12	0.5857	0.0	0.95	RBM19	201	chr12	113683826	113695459
CHP134	USE_6269	13	0.5858	0.0	0.499	EBF3	53	chr10	129950118	129965043
CHP134	USE_36411	14	0.586	0.0	0.934	VSTM2A	12	chr7	54541864	54546928
CHP134	USE_10790	15	0.5895	0.0	1.026	FBRSL1	133	chr12	132399545	132407835
CHP212	USE_18444	1	0.5394	0.0	1.044	RIT2	3	chr18	42921474	42931405
CHP212	USE_20527	2	0.5652	0.0	1.021	RAD51AP2	430	chr2	17083250	17085543
CHP212	USE_29616	3	0.5692	0.0	0.901	PHOX2B	2	chr4	41745526	41751960
CHP212	USE_30642	4	0.5696	0.0	1.066	FBXO8	251	chr4	174006131	174011194
CHP212	USE_30644	5	0.5708	0.0	1.066	FBXO8	221	chr4	174036615	174040788
CHP212	USE_11504	6	0.5724	0.0	1.089	NDFIP2	134	chr13	79646862	79659111
CHP212	USE_30460	7	0.5743	0.0	0.955	MAB21L2	1	chr4	150579651	150584085
CHP212	USE_30652	8	0.5749	0.0	1.066	FBXO8	87	chr4	174171209	174173353
CHP212	USE_11512	9	0.5761	0.0	1.003	SPRY2	331	chr13	80001828	80011963
CHP212	USE_7664	10	0.5834	0.0	1.003	CCDC90B	595	chr11	83863702	83872242
CHP212	USE_30635	11	0.5836	0.0	1.014	HAND2	18	chr4	173508555	173509777
CHP212	USE_30643	12	0.5848	0.0	1.066	FBXO8	243	chr4	174010468	174023673
CHP212	USE_30133	13	0.5854	0.0	1.009	DKK2	156	chr4	107257821	107260194
CHP212	USE_29619	14	0.5902	0.0	1.089	TMEM33	73	chr4	41873403	41874695
CHP212	USE_40681	15	0.5904	0.0	1.156	FREM1	108	chr9	14927718	14937480
CHRF28811	USE_824	1	0.5238	0.0	1.466	GJA4	50	chr1	34844786	34845224
CHRF28811	USE_25113	2	0.5348	0.0	1.408	NRIP1	261	chr21	15274205	15276040
CHRF28811	USE_42252	3	0.5509	0.0	0.778	PLCXD1	39	chrX	249820	250991
CHRF28811	USE_32311	4	0.5537	0.0	0.996	TGFBI	43	chr5	136088604	136090511
CHRF28811	USE_39853	5	0.5562	0.0	1.517	FER1L6	21	chr8	124007085	124008245
CHRF28811	USE_823	6	0.5611	0.0	1.466	GJA4	34	chr1	34828686	34829969
CHRF28811	USE_29328	7	0.5623	0.0	0.941	WDR1	85	chr4	10173766	10187686
CHRF28811	USE_40120	8	0.5646	0.0	1.517	GSDMC	101	chr8	129664910	129667584
CHRF28811	USE_14068	9	0.5659	0.0	1.012	SKOR1	128	chr15	67954887	67956003
CHRF28811	USE_39532	10	0.5665	0.0	1.48	ANGPT1	58	chr8	107314142	107315428
CHRF28811	USE_19395	11	0.5688	0.0	1.142	UQCRFS1	602	chr19	28605776	28608060
CHRF28811	USE_8074	12	0.5699	0.0	0.994	ZBTB16	57	chr11	114209827	114220031
CHRF28811	USE_4688	13	0.5712	0.0	0.514	ST8SIA6	41	chr10	17423173	17429599
CHRF28811	USE_40407	14	0.5713	0.0	1.171	CYP11B2	51	chr8	142961213	142970786
CHRF28811	USE_13157	15	0.5715	0.0	0.436	DLK1	39	chr14	100770355	100772723
COLO320	USE_6278	1	0.4962	0.0	0.94	GLRX3	287	chr10	130443414	130453100
COLO320	USE_15445	2	0.5401	0.0	1.553	IRX5	110	chr16	55040095	55046449
COLO320	USE_25658	3	0.5494	0.0	1.438	OR11H1	32	chr22	15555857	15566266
COLO320	USE_33057	4	0.5536	0.0	1.095	IRF4	29	chr6	371317	372315
COLO320	USE_20559	5	0.5558	0.0	1.382	OSR1	158	chr2	19507578	19519394
COLO320	USE_11910	6	0.5586	0.0	1.76	OR11H12	31	chr14	18627915	18639199
COLO320	USE_8321	7	0.5596	0.0	0.952	KIRREL3	148	chr11	126563440	126565643
COLO320	USE_11076	8	0.561	0.0	1.806	DCLK1	173	chr13	35775109	35776998
COLO320	USE_40105	9	0.5648	0.0	0.949	GSDMC	501	chr8	129254363	129277290
COLO320	USE_8445	10	0.5752	0.0	0.908	OPCML	261	chr11	133230144	133239611
COLO320	USE_22704	11	0.5766	0.0	1.01	MTX2	112	chr2	176415420	176417079
COLO320	USE_8320	12	0.5771	0.0	0.952	KIRREL3	155	chr11	126549672	126565634
COLO320	USE_18113	13	0.5779	0.0	0.977	VAPA	264	chr18	10200711	10202967
COLO320	USE_17421	14	0.579	0.0	1.594	CEP112	31	chr17	65877240	65887737
COLO320	USE_11346	15	0.5794	0.0	1.841	DIAPH3	674	chr13	59236410	59243846
COLO741	USE_23769	1	0.5367	0.0	1.18	CDS2	58	chr20	5219899	5222046
COLO741	USE_26492	2	0.5419	0.0	0.006	BHLHE40	114	chr3	4867754	4868923
COLO741	USE_23285	3	0.5568	0.0	0.622	SERPINE2	97	chr2	224103747	224105705
COLO741	USE_1392	4	0.5576	0.0	1.038	PGM1	12	chr1	63637839	63639815
COLO741	USE_30826	5	0.5603	0.0	1.047	PDCD6	21	chr5	313595	316215
COLO741	USE_36712	6	0.5627	0.0	0.334	POMZP3	183	chr7	76797077	76806498
COLO741	USE_40240	7	0.5642	0.0	0.857	ZFAT	304	chr8	134289865	134291837
COLO741	USE_28220	8	0.5649	0.0	1.567	PLSCR5	321	chr3	146911712	146913869
COLO741	USE_26891	9	0.5652	0.0	1.022	ITGA9	8	chr3	37628319	37629769
COLO741	USE_15849	10	0.5652	0.0	0.866	WFDC1	9	chr16	84301906	84304428
COLO741	USE_37158	11	0.5655	0.0	1.602	SLC26A5	134	chr7	103532455	103534857
COLO741	USE_23578	12	0.5671	0.0	0.573	HDAC4	29	chr2	239194466	239197056
COLO741	USE_24368	13	0.5679	0.0	1.202	TOP1	114	chr20	40961070	40963055
COLO741	USE_30952	14	0.5694	0.0	1.172	SEMA5A	45	chr5	9244665	9245903
COLO741	USE_23556	15	0.5696	0.0	0.6	ILKAP	1	chr2	238187021	238189775
CORL311	USE_30861	1	0.5083	0.0	1.288	SLC6A19	30	chr5	1182129	1182810
CORL311	USE_30862	2	0.5083	0.0	1.288	SLC6A19	30	chr5	1182527	1183820
CORL311	USE_40008	3	0.5122	0.0	1.002	POU5F1B	114	chr8	127484135	127486247
CORL311	USE_21215	4	0.5395	0.0	1.006	CCDC85A	167	chr2	56117326	56118507
CORL311	USE_2664	5	0.5443	0.0	1.328	MEF2D	46	chr1	156435686	156436777
CORL311	USE_2662	6	0.5572	0.0	1.168	RHBG	11	chr1	156387943	156389199
CORL311	USE_42248	7	0.5758	0.0	0.683	CACNA1B	68	chr9	138068658	138071281
CORL311	USE_8215	8	0.5759	0.0	1.332	POU2F3	23	chr11	120254420	120256148
CORL311	USE_8969	9	0.5767	0.0	0.668	IRAG2	20	chr12	25075894	25078289
CORL311	USE_21216	10	0.5827	0.0	1.006	CCDC85A	162	chr2	56117350	56127065
CORL311	USE_40809	11	0.5859	0.0	0.674	ACO1	79	chr9	32339121	32341171
CORL311	USE_30905	12	0.5864	0.0	1.202	IRX1	645	chr5	4243318	4245473
